Date,CLI,BTC_63d_Ret,BTC_Price
2021-04-27,1.326550958617126,11.97044187654508,55033.1171875
2021-04-28,1.4259054263733293,9.802866765359392,54824.703125
2021-04-29,1.4342979429826463,12.85687530805124,53555.109375
2021-04-30,1.4290174045425643,22.01260162583617,57750.17578125
2021-05-01,1.3861776177010947,22.474413109866305,57828.05078125
2021-05-02,1.3844912540939558,22.683856007519992,56631.078125
2021-05-03,0.4172282058116621,14.193850195346336,57200.29296875
2021-05-04,0.4029107354282608,9.749979093817721,53333.5390625
2021-05-05,0.32772784008397987,12.77321497187526,57424.0078125
2021-05-06,0.3398581088032857,14.958317836023872,56396.515625
2021-05-07,0.34479841339515277,15.894885496513773,57356.40234375
2021-05-08,0.344837672687113,18.41755017075057,58803.77734375
2021-05-09,0.3448912548294239,12.857025031279528,58232.31640625
2021-05-10,0.34703112950633497,6.687157263757859,55859.796875
2021-05-11,0.3363206607096124,3.372468972863259,56704.57421875
2021-05-12,0.327749996687128,-13.061663684243221,49150.53515625
2021-05-13,0.32795851484481675,-15.074670912263723,49716.19140625
2021-05-14,0.34368470367190734,-13.922964950975553,49880.53515625
2021-05-15,0.34339686709780054,-26.981881396675217,46760.1875
2021-05-16,0.3432899275621189,-24.414147839769747,46456.05859375
2021-05-17,0.3446461661278324,-25.007025446734115,43537.51171875
2021-05-18,0.368474438275443,-28.05316600995785,42909.40234375
2021-05-19,0.3685167846816676,-46.43629235318229,37002.44140625
2021-05-20,0.3608404922698707,-34.97487554912496,40782.73828125
2021-05-21,0.3598867482191843,-44.72828913786216,37304.69140625
2021-05-22,0.3596973468361677,-44.05187748160026,37536.6328125
2021-05-23,0.3592329863361516,-50.34205164744891,34770.58203125
2021-05-24,0.3491982489932712,-34.27411986034138,38705.98046875
2021-05-25,0.3500563484179342,-35.44600966173819,38402.22265625
2021-05-26,0.3933809982356375,-29.49467730269557,39294.19921875
2021-05-27,0.3961941434485081,-29.65185211829342,38436.96875
2021-05-28,0.3925142463237592,-43.47430520042702,35697.60546875
2021-05-29,0.39205774172331115,-48.05606525212465,34616.06640625
2021-05-30,0.39213239456955834,-44.99339043095566,35678.12890625
2021-05-31,0.4329030212235085,-43.62530164704087,37332.85546875
2021-06-01,0.38634575315526265,-47.37754799635094,36684.92578125
2021-06-02,0.3354549205438422,-44.98170507087889,37575.1796875
